Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Unnamed: 60
Brazil,BRA,"Age population, age 20, male, interpolated",SP.POP.AG20.MA.IN,654135,657837,661884,674034,699195,733612,765144,799177,835689,873052,910674,949962,990092,1027041,1059695,1090327,1119211,1146280,1179700,1223118,1271582,1316027,1362338,1395580,1408270,1407924,1408328,1409150,1414108,1426462,1444250,1461037,1476024,1499100,1534431,1577990,1618477,1657235,1695587,1733459,1769918,1801585,1834454,1853464,1851641,1835639,1819716,1803192,1783382,1761053,1738327,1716746,1689810,1676788,1687459,1713895,
Brazil,BRA,"Age population, age 21, female, interpolated",SP.POP.AG21.FE.IN,647877,648628,652235,656326,668778,694223,726156,759164,793962,830125,866498,904238,942537,982142,1019399,1052647,1082352,1112187,1139940,1174174,1218816,1267478,1314366,1362348,1396920,1410791,1410769,1413173,1415143,1419649,1429928,1445933,1459795,1472007,1492096,1523686,1562515,1599125,1634177,1669580,1704908,1736387,1767448,1798723,1815512,1811273,1793601,1776244,1757936,1736463,1712751,1691723,1667505,1639172,1625975,1636467,
Brazil,BRA,"Age population, age 21, male, interpolated",SP.POP.AG21.MA.IN,651229,651914,655528,659680,672303,698084,730005,763086,798030,834513,871435,909175,947529,987260,1024637,1057966,1087032,1116434,1143935,1177586,1221128,1267817,1313035,1359597,1392806,1405458,1403715,1404879,1406054,1410925,1423042,1440794,1456794,1471629,1495155,1531137,1573291,1613393,1652170,1691122,1729916,1763623,1796981,1830547,1849397,1847321,1831345,1815747,1799317,1779358,1756843,1736562,1712971,1685186,1672747,1684575,
Brazil,BRA,"Age population, age 22, female, interpolated",SP.POP.AG22.FE.IN,638283,645745,646401,650103,654640,667667,691218,724546,758359,793061,828740,865904,902672,940513,980417,1018218,1050556,1080592,1110760,1138707,1173054,1216558,1265882,1313010,1360960,1395456,1408729,1409393,1412057,1413822,1417980,1429344,1444484,1458051,1470473,1490887,1522636,1560980,1597489,1632890,1668808,1702537,1735481,1767105,1798024,1814195,1810505,1792945,1775510,1756833,1734853,1713857,1690824,1665675,1637671,1625233,
Brazil,BRA,"Age population, age 22, male, interpolated",SP.POP.AG22.MA.IN,641452,648877,649486,653214,657836,671065,694515,727911,761874,796765,832787,869832,906688,944671,984782,1022769,1054569,1084140,1113962,1141677,1175434,1217255,1264684,1310151,1356643,1389756,1400950,1399967,1401477,1402563,1407208,1419322,1436292,1452140,1467395,1491529,1526324,1568098,1608226,1647479,1687175,1723550,1758904,1792957,1826228,1844619,1842823,1827169,1811666,1794988,1774706,1754921,1732601,1708149,1680891,1669517,
Brazil,BRA,"Age population, age 23, female, interpolated",SP.POP.AG23.FE.IN,616608,636063,643398,644158,648309,653416,664667,689578,723675,757403,791629,828072,864298,900635,938770,979185,1016089,1048738,1079101,1109461,1137518,1170766,1214913,1264469,1311572,1359436,1393312,1407252,1408178,1410639,1412066,1417309,1427829,1442676,1456453,1469201,1489785,1521072,1559320,1596172,1632066,1666421,1701584,1735085,1766364,1796658,1813366,1809786,1792149,1774345,1755149,1735923,1712903,1688925,1664112,1636879,
Brazil,BRA,"Age population, age 23, male, interpolated",SP.POP.AG23.MA.IN,619510,639007,646320,647056,651257,656476,667501,692386,726622,760547,794975,831101,867283,903791,942151,982820,1019297,1051561,1081544,1111576,1139383,1171466,1213989,1261656,1307063,1353422,1385026,1396900,1396266,1397681,1398539,1403250,1414572,1431383,1447645,1463474,1486631,1521034,1562823,1603424,1643292,1680800,1718725,1754751,1788525,1821204,1839997,1838445,1822883,1807131,1790027,1772657,1750777,1727580,1703661,1677410,
Brazil,BRA,"Age population, age 24, female, interpolated",SP.POP.AG24.FE.IN,587808,614352,633630,641034,642251,646971,650374,662982,688640,722658,755939,790901,826436,862243,898867,937499,977031,1014223,1047182,1077735,1108205,1135186,1169067,1213444,1262979,1310005,1357237,1391743,1405933,1406662,1408787,1411296,1415714,1425956,1441012,1455115,1468033,1488181,1519385,1557972,1595311,1629662,1665421,1701130,1734297,1764968,1795771,1812585,1808926,1790919,1772592,1756169,1734903,1710933,1687297,1663267,
Brazil,BRA,"Age population, age 24, male, interpolated",SP.POP.AG24.MA.IN,590400,617032,636361,643761,644979,649779,652863,665322,691025,725226,758719,793234,828509,864343,901220,940123,979316,1016203,1048840,1079030,1109155,1135329,1168081,1210824,1258433,1303717,1348589,1380750,1392897,1392171,1393354,1394370,1398272,1409421,1426631,1443459,1458509,1481265,1515664,1557904,1599111,1636972,1675925,1714452,1750202,1783406,1816557,1835494,1833956,1818137,1801958,1787886,1768366,1745564,1722896,1699998,
Brazil,BRA,"Age population, age 25, female, interpolated",SP.POP.AG25.FE.IN,561214,585551,611891,631180,639005,640797,643856,648616,661970,687564,721157,755158,789249,824371,860445,897550,935333,975133,1012610,1045747,1076410,1105821,1133426,1167536,1211899,1261362,1307774,1355602,1390333,1404314,1404713,1407909,1409605,1413767,1424229,1439607,1453870,1466370,1486457,1518003,1557067,1592888,1628616,1664911,1700294,1732867,1764025,1794934,1811665,1807627,1789095,1773552,1755075,1732857,1709239,1686398,
Brazil,BRA,"Age population, age 25, male, interpolated",SP.POP.AG25.MA.IN,563531,587926,614358,633711,641553,643375,646087,650605,663878,689559,723351,756943,790631,825546,861713,899119,936615,976174,1013387,1046200,1076482,1105028,1131843,1164794,1207469,1254959,1298861,1344197,1376520,1388502,1387548,1389002,1389188,1392899,1404426,1422184,1438441,1453086,1475823,1510637,1553461,1592890,1632116,1671591,1709790,1744977,1778802,1812029,1830879,1829005,1812751,1799748,1783482,1762994,1740692,1719047,
Brazil,BRA,AIDS estimated deaths (UNAIDS estimates),SH.DYN.AIDS.DH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8700,11000,13000,16000,18000,21000,20000,19000,17000,14000,14000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,15000,16000,15000,15000,
Brazil,BRA,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,24,25,27,28,30,29,29,30,32,34,37,40,40,49,55,
Brazil,BRA,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,80,88,91,95,95,
Brazil,BRA,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,,49.7,49.7,,,,,,,,,
Brazil,BRA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,43.124,42.816,42.346,41.694,40.875,39.92,38.883,37.839,36.852,35.965,35.214,34.615,34.146,33.777,33.49,33.267,33.086,32.917,32.726,32.484,32.153,31.703,31.132,30.449,29.665,28.796,27.863,26.905,25.963,25.071,24.266,23.584,23.024,22.579,22.24,21.987,21.795,21.624,21.436,21.204,20.894,20.482,19.974,19.39,18.746,18.078,17.429,16.836,16.328,15.913,15.591,15.342,15.132,14.931,14.727,,
Brazil,BRA,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5,,,,,87.3,,,,,96.45,,96.6,,,97,,,,,98.08,98.1,,,,
Brazil,BRA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,,,,,,,,,,,,13.5,,,,
Brazil,BRA,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,12.3,,,,
Brazil,BRA,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,,,,,,,,,,,,74.2,,,,
Brazil,BRA,Children (0-14) living with HIV,SH.HIV.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500,4100,4800,5500,6100,6800,7500,8100,8800,9400,9800,10000,11000,11000,12000,12000,12000,12000,12000,11000,11000,10000,9700,9000,8200,7500,
Brazil,BRA,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1600,1700,1800,1900,2000,2000,2100,2200,2200,2300,2400,2400,2400,2400,2300,1800,1400,1100,1000,1000,1000,1000,500,500,500,
Brazil,BRA,Children orphaned by HIV/AIDS,SH.HIV.ORPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000,38000,49000,63000,77000,93000,110000,120000,130000,140000,140000,140000,140000,140000,130000,130000,130000,120000,120000,120000,110000,110000,110000,110000,100000,100000,
Brazil,BRA,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Completeness of birth registration (%),SP.REG.BRTH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,91,,,92.8,,,95.9,,
Brazil,BRA,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.6,,,,,82.8,,,,,85.8,,,,,,,93,,93,,,,,
Brazil,BRA,"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, female (2 prevent ways and reject 3 misconceptions)",SH.HIV.1524.KW.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, male (2 prevent ways and reject 3 misconceptions)",SH.HIV.1524.KW.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Condom use with non regular partner, % adults(15-49), female",SH.CON.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Condom use with non regular partner, % adults(15-49), male",SH.CON.AIDS.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.8,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.8,,,,,,95.7,,,,,,,,,,
Brazil,BRA,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,66.2,,,,,59.2,,,,,76.7,,,,,,,,,,80.3,,,,,,,,,,
Brazil,BRA,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,56.5,,,,,,,,,,70.3,,,,,,,,,,77.1,,,,,,,,,,
Brazil,BRA,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,13.41,13.093,12.762,12.419,12.066,11.708,11.351,11.003,10.67,10.36,10.081,9.839,9.633,9.46,9.317,9.197,9.092,8.995,8.896,8.79,8.671,8.538,8.394,8.242,8.084,7.923,7.763,7.606,7.456,7.312,7.175,7.042,6.909,6.776,6.644,6.514,6.389,6.274,6.17,6.08,6.006,5.95,5.91,5.885,5.874,5.873,5.882,5.898,5.919,5.943,5.97,6,6.034,6.072,6.116,,
Brazil,BRA,Demand for family planning satisfied by any methods (% of married women with demand for family planning),SH.FPL.SATI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.1,,,,,87.6,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Demand for family planning satisfied by modern methods (% of married women with demand for family planning),SH.FPL.SATM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,
Brazil,BRA,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,,45,,27,,,,,43.6,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.6,,41,,,,,,,,
Brazil,BRA,External resources for health (% of total expenditure on health),SH.XPD.EXTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18320634,0.4605812,0.22597898,0.33914589,0.46916012,0.53692314,0.48218881,0.46443717,0.22395902,0.64458969,0.07938339,0.11738831,0.09050693,0.05533819,0.13293185,0.26896918,0.34422877,0.10385498,0.06004309,0.13458368,,
Brazil,BRA,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,Female population 00-04,SP.POP.0004.FE,6214788,6395838,6606115,6826473,7021242,7168190,7340401,7396762,7376379,7343831,7347502,7313817,7353279,7452179,7577361,7706157,7875750,8040794,8198605,8355357,8517638,8726683,8887429,9005705,9082416,9121358,9146565,9099192,9001866,8883859,8765657,8587813,8458491,8372706,8323204,8303467,8301959,8364339,8462861,8561253,8636319,8786177,8830937,8792582,8701147,8580041,8420928,8204056,7962684,7741862,7571253,7336808,7267226,7304407,7356665,7361084,
Brazil,BRA,Female population 05-09,SP.POP.0509.FE,5175692,5365666,5541077,5700396,5850691,6002180,6181523,6388539,6611325,6821182,6982677,7125482,7204104,7222029,7208196,7204814,7244474,7304047,7385797,7483404,7585016,7710928,7868624,8051631,8242503,8415937,8580918,8736423,8873080,8979753,9046198,9083268,9054848,8965445,8839802,8715605,8611569,8505288,8405337,8321599,8263112,8242446,8285994,8385993,8508110,8600910,8660213,8689344,8680419,8632833,8552499,8448539,8270761,8030966,7771396,7552111,
Brazil,BRA,Female population 10-14,SP.POP.1014.FE,4218505,4395782,4577653,4764302,4952624,5134908,5294465,5455391,5617388,5785936,5968568,6173902,6389366,6607973,6805925,6955095,7049753,7101902,7125214,7144069,7177148,7218488,7277366,7351845,7443364,7557179,7693906,7857488,8037607,8219161,8391362,8562531,8719931,8860477,8969615,9027834,9034106,8988412,8905099,8805376,8702880,8587639,8476022,8370933,8289160,8253444,8270294,8334742,8429886,8524174,8592137,8649869,8676685,8675230,8637423,8545191,
Brazil,BRA,Female population 15-19,SP.POP.1519.FE,3432878,3539612,3675586,3834540,4006424,4184715,4356257,4542618,4735794,4924864,5104561,5280838,5439144,5591053,5755737,5942724,6141975,6363409,6586993,6780780,6926023,7020337,7072279,7095324,7114739,7148439,7191272,7248556,7322830,7416595,7531636,7675644,7837996,8013727,8193602,8369041,8538982,8701326,8843956,8949488,9007070,9006985,8965580,8889305,8792181,8687041,8577620,8459907,8350596,8273024,8240899,8267230,8332161,8421619,8510905,8581132,
Brazil,BRA,Female population 20-24,SP.POP.2024.FE,3141213,3199140,3234019,3261981,3309200,3391477,3493155,3630974,3795590,3971056,4147555,4333184,4520102,4706624,4891211,5071943,5239919,5397045,5552322,5719941,5907305,6105901,6327880,6551517,6744606,6888415,6984496,7037723,7062191,7082293,7115199,7165057,7221512,7292261,7384867,7502413,7643602,7805151,7981199,8162221,8339833,8503317,8668951,8818198,8926708,8981400,8990083,8950172,8872018,8772836,8665931,8566021,8447070,8332124,8252210,8223886,
Brazil,BRA,Female population 25-29,SP.POP.2529.FE,2614622,2689236,2789467,2902050,3005660,3087844,3141958,3180479,3215510,3267194,3348812,3462543,3601450,3761026,3932732,4109854,4288232,4473808,4662646,4849009,5029440,5196712,5354571,5510168,5677139,5862941,6062666,6285185,6509207,6701878,6844122,6946966,6999888,7021668,7041280,7076990,7124829,7181396,7253358,7347774,7467752,7603078,7767500,7949512,8133344,8308392,8479414,8646008,8793116,8899419,8952300,8970377,8929060,8845176,8744033,8641797,
Brazil,BRA,Female population 30-34,SP.POP.3034.FE,2399307,2440403,2461171,2474946,2503046,2557728,2628915,2731182,2848608,2955375,3036956,3102100,3142416,3174489,3224521,3307789,3415856,3553497,3714416,3886937,4063248,4240303,4425729,4614131,4799374,4978089,5146068,5304436,5460563,5627275,5811523,6016492,6237925,6458450,6649695,6794091,6894625,6947920,6971588,6993846,7032830,7075966,7136088,7214233,7311721,7429890,7572027,7737364,7917400,8099058,8272250,8451456,8616240,8757190,8860958,8918333,
Brazil,BRA,Female population 35-39,SP.POP.3539.FE,1952697,2028865,2113540,2199340,2275474,2335797,2373855,2397723,2417508,2449765,2504757,2584725,2687561,2801098,2905328,2988182,3048176,3088238,3122839,3174798,3258172,3365315,3502545,3662489,3833373,4007622,4184404,4369416,4557500,4741924,4918949,5090919,5248346,5401790,5567508,5753466,5955217,6175445,6396105,6588642,6735662,6830989,6887784,6918182,6944530,6983038,7032885,7094206,7171016,7267158,7384345,7533621,7697091,7871337,8050442,8227530,
Brazil,BRA,Female population 40-44,SP.POP.4044.FE,1617335,1657892,1704594,1758253,1820155,1890347,1962567,2047816,2136767,2215180,2275323,2321230,2346388,2364207,2395625,2452282,2527415,2628576,2742394,2846807,2929136,2988141,3028656,3063876,3115909,3198547,3305580,3442138,3601128,3770584,3942819,4121571,4304654,4489508,4672354,4850428,5018664,5174522,5327873,5494463,5682181,5878375,6099946,6324775,6519568,6665274,6766369,6824363,6854146,6880187,6918794,6976032,7036255,7108360,7202728,7323863,
Brazil,BRA,Female population 45-49,SP.POP.4549.FE,1425906,1450364,1471033,1491670,1518081,1553677,1591346,1638788,1695017,1758453,1827871,1905092,1989641,2074925,2151018,2212001,2253300,2277949,2297657,2330615,2387395,2461078,2560982,2673109,2775707,2856552,2915055,2955819,2991923,3044522,3126740,3235353,3369821,3525207,3692220,3864278,4038692,4218938,4402029,4584000,4762247,4925316,5082229,5239086,5407283,5593141,5792999,6013791,6235727,6427932,6572093,6679548,6736767,6763068,6788683,6832093,
Brazil,BRA,Female population 50-54,SP.POP.5054.FE,1186147,1221740,1256997,1291203,1323628,1353926,1375830,1397642,1421312,1449900,1485626,1527576,1574529,1627716,1688885,1758193,1829938,1911671,1995968,2071353,2131440,2171058,2195642,2215823,2248991,2305292,2377535,2475418,2585349,2685935,2765257,2824547,2864410,2899523,2952267,3035752,3141808,3273881,3426821,3591667,3762338,3931058,4110503,4294918,4476944,4652668,4817476,4973070,5127317,5293108,5476860,5680209,5897721,6113383,6302288,6449095,
Brazil,BRA,Female population 55-59,SP.POP.5559.FE,935686,959707,991501,1028619,1067495,1105892,1137914,1172740,1208376,1241925,1272068,1297453,1319201,1341127,1368804,1405254,1442932,1487625,1539712,1599612,1667083,1735315,1814054,1895498,1968396,2026701,2064024,2087689,2108116,2141613,2197520,2269376,2363825,2469133,2566505,2645300,2703082,2743375,2780110,2834555,2919149,3021524,3152525,3305150,3468459,3635735,3803380,3979277,4159244,4337340,4509878,4676045,4828258,4977311,5140237,5325251,
Brazil,BRA,Female population 60-64,SP.POP.6064.FE,794080,806846,813054,817669,827914,847647,868852,899279,935751,973614,1010277,1043346,1076452,1109190,1140926,1171193,1192629,1212861,1234802,1262488,1298286,1333356,1375554,1424870,1481817,1546353,1609574,1683248,1760060,1829133,1884710,1921044,1943329,1962951,1996560,2053055,2124871,2218080,2321325,2416980,2495417,2550550,2592675,2633153,2689991,2774155,2876109,3003401,3150360,3307860,3470055,3636055,3806505,3979477,4152619,4324128,
Brazil,BRA,Female population 65-69,SP.POP.6569.FE,555969,580434,609465,639744,666579,687665,697361,703467,709697,721099,740369,762220,789926,821837,855705,890165,918006,947683,978351,1008407,1037056,1056003,1074627,1095379,1121854,1156124,1187443,1225169,1269649,1321618,1381202,1440761,1508631,1579020,1643015,1695900,1734550,1760848,1785210,1822791,1881604,1950625,2041820,2143079,2236482,2312728,2366442,2407375,2447270,2503616,2586400,2687413,2809233,2948196,3098783,3257279,
Brazil,BRA,Female population 70-74,SP.POP.7074.FE,376640,388975,400446,412773,428524,448945,468546,493049,519024,541730,559168,568656,573833,578884,589188,607280,625464,649042,676330,705286,735063,758559,784253,811046,837419,862872,879040,894982,913023,936311,966716,997098,1031305,1070471,1116585,1170610,1230413,1298167,1367976,1431665,1485388,1521395,1549196,1577004,1617072,1675963,1741362,1825857,1918927,2005203,2076899,2128983,2168233,2207120,2263419,2346671,
Brazil,BRA,Female population 75-79,SP.POP.7579.FE,217454,227355,237861,249030,260505,272051,280357,288183,297292,309422,325086,341482,359875,378531,394781,407572,413783,417209,421667,430872,446108,460663,478405,498908,521173,544638,563651,583693,604837,625882,646119,662453,677165,693737,715341,743105,774468,808842,848401,895267,949786,1002639,1063239,1126880,1185924,1236496,1268694,1293040,1318499,1356446,1412066,1474114,1550425,1633152,1710946,1778394,
Brazil,BRA,Female population 80+,SP.POP.80UP.FE,138622,150354,159811,166983,172337,175844,190444,203198,213154,219484,222349,239002,251689,260841,267681,272793,295088,314546,329202,337445,339106,358716,372530,380832,384742,385194,412539,435442,453041,465445,472473,510700,544587,572503,593411,607586,653649,695166,732817,768113,802436,864284,924549,984161,1044985,1108288,1197159,1287612,1375786,1457053,1529998,1623190,1707080,1786769,1869460,1958952,
Brazil,BRA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.21,6.19,6.143,6.063,5.953,5.815,5.658,5.491,5.326,5.168,5.024,4.896,4.782,4.679,4.585,4.499,4.418,4.339,4.256,4.169,4.073,3.966,3.848,3.721,3.587,3.449,3.308,3.17,3.039,2.917,2.809,2.717,2.643,2.583,2.537,2.502,2.474,2.451,2.427,2.399,2.364,2.318,2.264,2.202,2.135,2.066,2.002,1.944,1.898,1.863,1.838,1.823,1.812,1.801,1.79,,
Brazil,BRA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,,,230,250,270,280,270,310,370,410,440,500,590,750,970,1170,1350,1470,1660,1950,2180,2070,1990,1710,1610,1560,1780,2030,2240,2740,2710,3250,3140,3070,3010,3680,4470,5030,4820,4100,3840,3290,3040,2920,3280,3910,4710,5980,7330,7990,9650,11010,12020,12180,11790,9850,
Brazil,BRA,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.29574548,346.29741186,353.30487142,333.46925024,240.29981289,262.75871702,225.78060687,201.09410168,211.32890012,254.29243197,391.29355366,485.39290018,599.60405404,716.75561525,731.9202567,919.66852266,1055.13616868,984.92254668,993.4641213,947.42769597,,
Brazil,BRA,"Health expenditure per capita, PPP",SH.XPD.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524.47851809,553.52793846,571.85805026,559.85986189,592.55133514,633.74758497,661.78443278,676.78749501,670.82559275,731.48273815,899.49847608,963.2155184,1027.57281644,1083.50078525,1132.27674853,1167.12589057,1199.84524264,1257.32766098,1334.09756925,1318.17208034,,
Brazil,BRA,"Health expenditure, private (% of GDP)",SH.XPD.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.71020201652508,4.00649525487376,3.81804023788545,3.76268035668297,3.95732950602157,4.19527319513647,4.14967800386526,3.94706752683821,3.86263574512163,3.74425959929936,4.83511807960639,4.86305513764197,4.82544165098974,4.62640746974125,4.80774142057908,4.48122958718842,4.43616971410736,4.59954658018771,4.65581749843577,4.49107370511541,,
Brazil,BRA,"Health expenditure, private (% of total health expenditure)",SH.XPD.PRIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9856941,59.73651279,57.04991868,57.36081456,57.27039329,59.69586505,57.70946371,55.35812639,55.63381561,52.97529616,58.48678274,58.20040128,58.27412927,56.15942312,55.58662808,54.20381591,54.83406136,55.67852593,54.88328614,53.9608735,,
Brazil,BRA,"Health expenditure, public (% of GDP)",SH.XPD.PUBL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80055840347492,2.70045007512624,2.87441494211455,2.79699001331703,2.95257503397844,2.83247184486353,3.04095891613474,3.18299229316179,3.08032817487837,3.32367559070064,3.43190885039361,3.49265209235803,3.45514822901026,3.61158219025875,3.84135564942092,3.78613962281158,3.65400198589264,3.66135203981229,3.82730701156423,3.83175988488459,,
Brazil,BRA,"Health expenditure, public (% of government expenditure)",SH.XPD.PUBL.GX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3604738,8.03808427,7.03161204,5.62541235,5.47974941,4.08448287,4.74593891,5.00335636,4.41139538,5.1466089,4.97638733,5.16962546,5.39960914,5.98616735,6.064482,9.89642313,8.23753559,6.8625061,7.05216777,6.78191967,,
Brazil,BRA,"Health expenditure, public (% of total health expenditure)",SH.XPD.PUBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0143059,40.26348721,42.95008132,42.63918544,42.72960671,40.30413495,42.29053629,44.64187361,44.36618439,47.02470384,41.51321726,41.79959872,41.72587073,43.84057688,44.41337192,45.79618409,45.16593864,44.32147407,45.11671386,46.0391265,,
Brazil,BRA,"Health expenditure, total (% of GDP)",SH.XPD.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51076042,6.70694533,6.69245518,6.55967037,6.90990454,7.02774504,7.19063692,7.13005982,6.94296392,7.06793519,8.26702693,8.35570723,8.28058988,8.23798966,8.64909707,8.26736921,8.0901717,8.26089862,8.48312451,8.32283359,,
